kjv_rid,bhs_rid,gnt_rid,lxx_rid,vul_rid
014009021,014009021,"",014009021,014009021
014009022,014009022,"",014009022,014009022
014009023,014009023,"",014009023,014009023
014009024,014009024,"",014009024,014009024
014009025,014009025,"",014009025,014009025
014009026,014009026,"",014009026,014009026
014009027,014009027,"",014009027,014009027
014009028,014009028,"",014009028,014009028
014009029,014009029,"",014009029,014009029
014009030,014009030,"",014009030,014009030
014009031,014009031,"",014009031,014009031
014010001,014010001,"",014010001,014010001
014010002,014010002,"",014010002,014010002
014010003,014010003,"",014010003,014010003
014010004,014010004,"",014010004,014010004
014010005,014010005,"",014010005,014010005
014010006,014010006,"",014010006,014010006
014010007,014010007,"",014010007,014010007
014010008,014010008,"",014010008,014010008
014010009,014010009,"",014010009,014010009
014010010,014010010,"",014010010,014010010
014010011,014010011,"",014010011,014010011
014010012,014010012,"",014010012,014010012
014010013,014010013,"",014010013,014010013
014010014,014010014,"",014010014,014010014
014010015,014010015,"",014010015,014010015
014010016,014010016,"",014010016,014010016
014010017,014010017,"",014010017,014010017
014010018,014010018,"",014010018,014010018
014010019,014010019,"",014010019,014010019
014011001,014011001,"",014011001,014011001
014011002,014011002,"",014011002,014011002
014011003,014011003,"",014011003,014011003
014011004,014011004,"",014011004,014011004
014011005,014011005,"",014011005,014011005
014011006,014011006,"",014011006,014011006
014011007,014011007,"",014011007,014011007
014011008,014011008,"",014011008,014011008
014011009,014011009,"",014011009,014011009
014011010,014011010,"",014011010,014011010
014011011,014011011,"",014011011,014011011
014011012,014011012,"",014011012,014011012
014011013,014011013,"",014011013,014011013
014011014,014011014,"",014011014,014011014
014011015,014011015,"",014011015,014011015
014011016,014011016,"",014011016,014011016
014011017,014011017,"",014011017,014011017
014011018,014011018,"",014011018,014011018
014011019,014011019,"",014011019,014011019
014011020,014011020,"",014011020,014011020
014011021,014011021,"",014011021,014011021
014011022,014011022,"",014011022,014011022
014011023,014011023,"",014011023,014011023
014012001,014012001,"",014012001,014012001
014012002,014012002,"",014012002,014012002
014012003,014012003,"",014012003,014012003
014012004,014012004,"",014012004,014012004
014012005,014012005,"",014012005,014012005
014012006,014012006,"",014012006,014012006
014012007,014012007,"",014012007,014012007
014012008,014012008,"",014012008,014012008
014012009,014012009,"",014012009,014012009
014012010,014012010,"",014012010,014012010
014012011,014012011,"",014012011,014012011
014012012,014012012,"",014012012,014012012
014012013,014012013,"",014012013,014012013
014012014,014012014,"",014012014,014012014
014012015,014012015,"",014012015,014012015
014012016,014012016,"",014012016,014012016
014013001,014013001,"",014013001,014013001
014013002,014013002,"",014013002,014013002
014013003,014013003,"",014013003,014013003
014013004,014013004,"",014013004,014013004
014013005,014013005,"",014013005,014013005
014013006,014013006,"",014013006,014013006
014013007,014013007,"",014013007,014013007
014013008,014013008,"",014013008,014013008
014013009,014013009,"",014013009,014013009
014013010,014013010,"",014013010,014013010
014013011,014013011,"",014013011,014013011
014013012,014013012,"",014013012,014013012
014013013,014013013,"",014013013,014013013
014013014,014013014,"",014013014,014013014
014013015,014013015,"",014013015,014013015
014013016,014013016,"",014013016,014013016
014013017,014013017,"",014013017,014013017
014013018,014013018,"",014013018,014013018
014013019,014013019,"",014013019,014013019
014013020,014013020,"",014013020,014013020
014013021,014013021,"",014013021,014013021
014013022,014013022,"",014013022,014013022
014014001,014013023,"",014013023,014014001
014014002,014014001,"",014014001,014014002
014014003,014014002,"",014014002,014014003
014014004,014014003,"",014014003,014014004
014014005,014014004,"",014014004,014014005
014014006,014014005,"",014014005,014014006
014014007,014014006,"",014014006,014014007
014014008,014014007,"",014014007,014014008
014014009,014014008,"",014014008,014014009
014014010,014014009,"",014014009,014014010
014014011,014014010,"",014014010,014014011
014014012,014014011,"",014014011,014014012
014014013,014014012,"",014014012,014014013
014014014,014014013,"",014014013,014014014
014014015,014014014,"",014014014,014014015
014015001,014015001,"",014015001,014015001
014015002,014015002,"",014015002,014015002
014015003,014015003,"",014015003,014015003
014015004,014015004,"",014015004,014015004
014015005,014015005,"",014015005,014015005
014015006,014015006,"",014015006,014015006
014015007,014015007,"",014015007,014015007
014015008,014015008,"",014015008,014015008
014015009,014015009,"",014015009,014015009
014015010,014015010,"",014015010,014015010
014015011,014015011,"",014015011,014015011
014015012,014015012,"",014015012,014015012
014015013,014015013,"",014015013,014015013
014015014,014015014,"",014015014,014015014
014015015,014015015,"",014015015,014015015
014015016,014015016,"",014015016,014015016
014015017,014015017,"",014015017,014015017
014015018,014015018,"",014015018,014015018
014015019,014015019,"",014015019,014015019
014016001,014016001,"",014016001,014016001
014016002,014016002,"",014016002,014016002
014016003,014016003,"",014016003,014016003
014016004,014016004,"",014016004,014016004
014016005,014016005,"",014016005,014016005
014016006,014016006,"",014016006,014016006
014016007,014016007,"",014016007,014016007
014016008,014016008,"",014016008,014016008
014016009,014016009,"",014016009,014016009
014016010,014016010,"",014016010,014016010
014016011,014016011,"",014016011,014016011
014016012,014016012,"",014016012,014016012
014016013,014016013,"",014016013,014016013
014016014,014016014,"",014016014,014016014
014017001,014017001,"",014017001,014017001
014017002,014017002,"",014017002,014017002
014017003,014017003,"",014017003,014017003
014017004,014017004,"",014017004,014017004
014017005,014017005,"",014017005,014017005
014017006,014017006,"",014017006,014017006
014017007,014017007,"",014017007,014017007
014017008,014017008,"",014017008,014017008
014017009,014017009,"",014017009,014017009
014017010,014017010,"",014017010,014017010
014017011,014017011,"",014017011,014017011
014017012,014017012,"",014017012,014017012
014017013,014017013,"",014017013,014017013
014017014,014017014,"",014017014,014017014
014017015,014017015,"",014017015,014017015
014017016,014017016,"",014017016,014017016
014017017,014017017,"",014017017,014017017
014017018,014017018,"",014017018,014017018
014017019,014017019,"",014017019,014017019
014018001,014018001,"",014018001,014018001
014018002,014018002,"",014018002,014018002
014018003,014018003,"",014018003,014018003
014018004,014018004,"",014018004,014018004
014018005,014018005,"",014018005,014018005
014018006,014018006,"",014018006,014018006
014018007,014018007,"",014018007,014018007
014018008,014018008,"",014018008,014018008
014018009,014018009,"",014018009,014018009
014018010,014018010,"",014018010,014018010
014018011,014018011,"",014018011,014018011
014018012,014018012,"",014018012,014018012
014018013,014018013,"",014018013,014018013
014018014,014018014,"",014018014,014018014
014018015,014018015,"",014018015,014018015
014018016,014018016,"",014018016,014018016
014018017,014018017,"",014018017,014018017
014018018,014018018,"",014018018,014018018
014018019,014018019,"",014018019,014018019
014018020,014018020,"",014018020,014018020
014018021,014018021,"",014018021,014018021
014018022,014018022,"",014018022,014018022
014018023,014018023,"",014018023,014018023
014018024,014018024,"",014018024,014018024
014018025,014018025,"",014018025,014018025
014018026,014018026,"",014018026,014018026
014018027,014018027,"",014018027,014018027
014018028,014018028,"",014018028,014018028
014018029,014018029,"",014018029,014018029
014018030,014018030,"",014018030,014018030
014018031,014018031,"",014018031,014018031
014018032,014018032,"",014018032,014018032
014018033,014018033,"",014018033,014018033
014018034,014018034,"",014018034,014018034
014019001,014019001,"",014019001,014019001
014019002,014019002,"",014019002,014019002
014019003,014019003,"",014019003,014019003
014019004,014019004,"",014019004,014019004
014019005,014019005,"",014019005,014019005
014019006,014019006,"",014019006,014019006
014019007,014019007,"",014019007,014019007
014019008,014019008,"",014019008,014019008
014019009,014019009,"",014019009,014019009
014019010,014019010,"",014019010,014019010
014019011,014019011,"",014019011,014019011
014020001,014020001,"",014020001,014020001
014020002,014020002,"",014020002,014020002
014020003,014020003,"",014020003,014020003
014020004,014020004,"",014020004,014020004
014020005,014020005,"",014020005,014020005
014020006,014020006,"",014020006,014020006
014020007,014020007,"",014020007,014020007
014020008,014020008,"",014020008,014020008
014020009,014020009,"",014020009,014020009
014020010,014020010,"",014020010,014020010
014020011,014020011,"",014020011,014020011
014020012,014020012,"",014020012,014020012
014020013,014020013,"",014020013,014020013
014020014,014020014,"",014020014,014020014
014020015,014020015,"",014020015,014020015
014020016,014020016,"",014020016,014020016
014020017,014020017,"",014020017,014020017
014020018,014020018,"",014020018,014020018
014020019,014020019,"",014020019,014020019
014020020,014020020,"",014020020,014020020
014020021,014020021,"",014020021,014020021
014020022,014020022,"",014020022,014020022
014020023,014020023,"",014020023,014020023
014020024,014020024,"",014020024,014020024
014020025,014020025,"",014020025,014020025
014020026,014020026,"",014020026,014020026
014020027,014020027,"",014020027,014020027
014020028,014020028,"",014020028,014020028
014020029,014020029,"",014020029,014020029
014020030,014020030,"",014020030,014020030
014020031,014020031,"",014020031,014020031
014020032,014020032,"",014020032,014020032
014020033,014020033,"",014020033,014020033
014020034,014020034,"",014020034,014020034
014020035,014020035,"",014020035,014020035
014020036,014020036,"",014020036,014020036
014020037,014020037,"",014020037,014020037
014021001,014021001,"",014021001,014021001
014021002,014021002,"",014021002,014021002
014021003,014021003,"",014021003,014021003
014021004,014021004,"",014021004,014021004
014021005,014021005,"",014021005,014021005
014021006,014021006,"",014021006,014021006
014021007,014021007,"",014021007,014021007
014021008,014021008,"",014021008,014021008
014021009,014021009,"",014021009,014021009
014021010,014021010,"",014021010,014021010
014021011,014021011,"",014021011,014021011
014021012,014021012,"",014021012,014021012
014021013,014021013,"",014021013,014021013
014021014,014021014,"",014021014,014021014
014021015,014021015,"",014021015,014021015
014021016,014021016,"",014021016,014021016
014021017,014021017,"",014021017,014021017
014021018,014021018,"",014021018,014021018
014021019,014021019,"",014021019,014021019
014021020,014021020,"",014021020,014021020
014022001,014022001,"",014022001,014022001
014022002,014022002,"",014022002,014022002
014022003,014022003,"",014022003,014022003
014022004,014022004,"",014022004,014022004
014022005,014022005,"",014022005,014022005
014022006,014022006,"",014022006,014022006
014022007,014022007,"",014022007,014022007
014022008,014022008,"",014022008,014022008
014022009,014022009,"",014022009,014022009
014022010,014022010,"",014022010,014022010
014022011,014022011,"",014022011,014022011
014022012,014022012,"",014022012,014022012
